_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
4272,106312,402004000,trustees of boston university,132 riverway,132 riverway,,boston,2215,132 riverway st,boston,2215,28845,,College/University,College/University (28845.0),45,,1299437.7,823069.7,43713.232,139615.5,28640.724,,,,,,,,,,,,,,,,,,,,,,5.68,in compliance,72353.956,2030,No,Yes,No,No,No,No,,
4273,106313,402007000,,25 pilgrim rd,25 pilgrim rd,,boston,2215,31 pilgrim rd,boston,2215,19860,,College/University,College/University (19860.0),60.2,,1196482.2,808438.7,42936.179,113729,23330.367,,,,,,,,,,,,,,,,,,,,,,5.65,in compliance,66266.546,2025,No,Yes,No,No,No,No,,
4275,106315,402011000,trustees of boston university,180 riverway,180 riverway,,boston,2215,pilgrim rd,boston,2215,92579,14603,College/University,"College/University (70137.0),Performing Arts (22442.0),Parking (14603.0)",56.6,,5243351.2,1862297.1,98906.599,990930.3,203279.442,,,,,,,,,,,,,,,,,,,,,,5.43,in compliance,302186.041,2025,No,Yes,No,No,No,No,,
3859,105784,402012000,simmons university,321 brookline ave,321 brookline ave,,boston,2215,321 brookline av,boston,2215,26100,,College/University,College/University (26100.0),22.1,,577900.4,,,169372.9,34745.157,,,,,,,,,,,,,,,,,,,,,,40.21,in compliance,34745.157,2025,No,No,No,No,No,No,C10043,
3860,105785,402012000,simmons university,331 brookline ave,331 brookline ave,,boston,2215,321 brookline av,boston,2215,53100,,College/University,College/University (53100.0),51.9,,2755160.4,119113.7,6326.129,772581.1,158487.287,,,,,,,,,,,,,,,,,,,,,,10.94,in compliance,164813.416,2025,No,No,No,No,No,No,C10043,
3861,105786,402012000,simmons university,84 pilgrim rd,84 pilgrim rd,,boston,2215,321 brookline av,boston,2215,25400,,College/University,College/University (25400.0),66.5,,1689506.9,690746.2,36685.531,292720,60048.581,,,,,,,,,,,,,,,,,,,,,,90.04,in compliance,96734.112,2025,No,No,No,No,No,No,C10043,
3862,105787,402012000,simmons university,321r brookline ave,321r brookline ave,,boston,2215,321 brookline av,boston,2215,7600,,College/University,College/University (7600.0),163.8,,1244798.6,,,364829.6,74841.144,,,,,,,,,,,,,,,,,,,,,,,in compliance,74841.144,2025,No,No,No,No,No,No,C10043,
3863,105788,402012000,simmons university,86 pilgrim rd,86 pilgrim rd,,boston,2215,321 brookline av,boston,2215,26000,,College/University,College/University (26000.0),22.9,,596250.3,,,174751,35848.42,,,,,,,,,,,,,,,,,,,,,,23.32,in compliance,35848.42,2025,No,No,No,No,No,No,C10043,
4842,107170,402012000,simmons university,94 pilgrim rd,94 pilgrim rd,,boston,2215,321 brookline av,boston,2215,5400,,College/University,College/University (5400.0),23.5,,127146.5,,,37264.5,7644.44,,,,,,,,,,,,,,,,,,,,,,6.49,in compliance,7644.44,2025,No,No,No,No,No,No,C10043,
3864,105790,402013000,simmons university,78 pilgrim rd,78 pilgrim rd,,boston,2215,62 pilgrim rd,boston,2215,22000,,College/University,College/University (22000.0),31.4,,689764.4,,,202158.4,41470.774,,,,,,,,,,,,,,,,,,,,,,35.22,in compliance,41470.774,2030,No,No,No,No,No,No,C10043,
3865,105791,402015000,simmons university,40 pilgrim rd,40 pilgrim rd,,boston,2215,46 pilgrim rd,boston,2215,32400,,College/University,College/University (32400.0),32.2,,1043860.7,,,305938.1,62760.142,,,,,,,,,,,,,,,,,,,,,,23.45,in compliance,62760.142,2030,No,No,No,No,No,No,C10043,
3866,105792,402016000,simmons university,30 pilgrim rd,30 pilgrim rd,,boston,2215,38 pilgrim rd,boston,2215,22000,,College/University,College/University (22000.0),27,,593415,,,173920,35677.949,,,,,,,,,,,,,,,,,,,,,,34.33,in compliance,35677.949,2030,No,No,No,No,No,No,C10043,
3867,105793,402017000,simmons university,255 brookline ave,255 brookline ave,,boston,2215,259  275 brookline av,boston,2215,34400,,College/University,College/University (34400.0),16.7,,574528,,,168384.5,34542.396,,,,,,,,,,,,,,,,,,,,,,38.49,in compliance,34542.396,2025,No,No,No,No,No,No,C10043,
3868,105794,402017000,simmons university,275 brookline ave,275 brookline ave,,boston,2215,259  275 brookline av,boston,2215,22000,,College/University,College/University (22000.0),16.4,,359924.1,,,105487.7,21639.747,,,,,,,,,,,,,,,,,,,,,,37.4,in compliance,21639.747,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10043,
3869,105795,402020000,simmons university,291 brookline ave,291 brookline ave,,boston,2215,291 brookline av,boston,2215,25900,,College/University,College/University (25900.0),17,,440830.4,,,129200,26504.088,,,,,,,,,,,,,,,,,,,,,,32.61,in compliance,26504.088,2030,No,No,No,No,No,No,C10043,
3870,105796,402022000,simmons university,305 brookline ave,305 brookline ave,,boston,2215,305 brookline av,boston,2215,31900,,College/University,College/University (31900.0),18.2,,580647.5,,,170178,34910.315,,,,,,,,,,,,,,,,,,,,,,42.52,in compliance,34910.315,2030,No,No,No,No,No,No,C10043,
4546,106708,402024000,wentworth institute,103 ward st,103 ward st,,boston,2115,550 huntington av,boston,2115,121814,,College/University,College/University (121814.0),12.2,,1490750,1490750,79173.733,,0,,,,,,,,,,,,,,,,,,,,,,20.43,in compliance,79173.733,2025,No,No,No,No,No,No,C10041,
4548,106711,402024000,wentworth institute,555 parker st,555 parker st,,boston,2115,550 huntington av,boston,2115,75117,,College/University,College/University (75117.0),0,,103,103,5.47,,0,,,,,,,,,,,,,,,,,,,,,,6.39,in compliance,5.47,2025,No,No,No,No,No,No,C10041,
4794,107091,402024000,wentworth institute,power plant ,power plant ,,boston,2115,550 huntington av,boston,2115,22780,,College/University,College/University (22780.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10041,
4795,107092,402024000,wentworth institute,williston hal ,williston hal ,,boston,2115,550 huntington av,boston,2115,48113,,College/University,College/University (48113.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10041,
4796,107093,402024000,wentworth institute,rubenstein hall ,rubenstein hall ,,boston,2115,550 huntington av,boston,2115,14394,,College/University,College/University (14394.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10041,
4797,107094,402024000,wentworth institute,wentworth hall ,wentworth hall ,,boston,2115,550 huntington av,boston,2115,45242,,College/University,College/University (45242.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10041,
4798,107095,402024000,wentworth institute,dobbs hall ,dobbs hall ,,boston,2115,550 huntington av,boston,2115,47414,,College/University,College/University (47414.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10041,
4799,107096,402024000,wentworth institute,watson hall ,watson hall ,,boston,2115,550 huntington av,boston,2115,39636,,College/University,College/University (39636.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10041,
4800,107097,402024000,wentworth institute,kingman hall,kingman hall,,boston,2115,550 huntington av,boston,2115,12176,,College/University,College/University (12176.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10041,
4801,107098,402024000,wentworth institute,willson hall ,willson hall ,,boston,2115,550 huntington av,boston,2115,8135,,College/University,College/University (8135.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10041,
5588,C10041,402024000,,550 huntington ave,550 huntington ave,,boston,2115,,,,545927,0,College/University,"College/University (545927.0),Parking (133000.0)",134.6,,73462884.6,69792889.2,3706700.345,1075614,220651.456,,,,,,,,,,,,,,,,,,,,,,17.44,,3927351.801,,,,,,,,,
1620,102417,402027000,commonwealth of mass acting,600r huntington ave,600r huntington ave,,boston,2115,600 r huntington av,boston,2115,1108964,,College/University,College/University (1108964.0),Not Available,,Not Available,,,,0,,,,,,,,,,72450,5376.515,,,,,,,,,,,,state,5376.515,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
4552,106715,402044000,,550 parker st,550 parker st,,boston,2120,55 annunciation rd,boston,2120,32429,,College/University,College/University (32429.0),19.5,,631607.5,,,185113.6,37974.204,,,,,,,,,,,,,,,,,,,,,,,in compliance,37974.204,2025,No,No,No,No,No,No,C10042,
4802,107102,402044000,,annex north ,annex north ,,boston,2120,55 annunciation rd,boston,2120,53538,,College/University,College/University (53538.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10042,
4803,107103,402044000,,annex central,annex central,,boston,2120,55 annunciation rd,boston,2120,52009,,College/University,College/University (52009.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10042,
4804,107104,402044000,,annex south,annex south,,boston,2120,55 annunciation rd,boston,2120,32006,,College/University,College/University (32006.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10042,
4805,107105,402044000,,annex service building ,annex service building ,,boston,2120,55 annunciation rd,boston,2120,7933,,College/University,College/University (7933.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10042,
4551,106714,402045000,,540 parker st,540 parker st,,boston,2120,540 parker st,boston,2120,37678,,College/University,College/University (37678.0),86.3,,3252377.3,1922349.8,102095.998,389808.7,79965.357,,,,,,,,,,,,,,,,,,,,,,5.97,in compliance,182061.355,2025,No,No,No,No,No,No,,
3167,104718,402128010,northeastern university,105-107 forsyth st,105-107 forsyth st,,boston,2115,105  157 forsyth st,boston,2115,65235,,College/University,College/University (65235.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3168,104719,402128010,northeastern university,115 forsyth st,115 forsyth st,,boston,2115,105  157 forsyth st,boston,2115,49304,,College/University,College/University (49304.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3170,104721,402128010,northeastern university,11 leon st,11 leon st,,boston,2115,105  157 forsyth st,boston,2115,114329,,College/University,"College/University (98936.0),Laboratory (15393.0)",Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3174,104725,402129000,northeastern university,416 huntington ave,416 huntington ave,,boston,2115,416 huntington av,boston,2115,61112,,College/University,College/University (61112.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3175,104726,402129000,northeastern university,55 forsyth st,55 forsyth st,,boston,2115,416 huntington av,boston,2115,14987,,College/University,College/University (14987.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3177,104729,402129000,northeastern university,45 forsyth st,45 forsyth st,,boston,2115,416 huntington av,boston,2115,28378,,College/University,College/University (28378.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3178,104730,402129000,northeastern university,65 forsyth st,65 forsyth st,,boston,2115,416 huntington av,boston,2115,63383,,College/University,College/University (63383.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3179,104731,402222010,northeastern university,440 huntington ave,440 huntington ave,,boston,2115,450  510 parker st,boston,2115,174307,,College/University,College/University (174307.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3184,104737,402222010,northeastern university,10-20 leon st,10-20 leon st,,boston,2115,450  510 parker st,boston,2115,124176,,College/University,College/University (124176.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3187,104741,402236000,northeastern university,360 huntington ave,360 huntington ave,,boston,2115,360  402 huntington av,boston,2115,113898,,College/University,"College/University (99806.0),Laboratory (14092.0)",Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3189,104744,402236000,northeastern university,376 huntington ave,376 huntington ave,,boston,2115,360  402 huntington av,boston,2115,245993,,College/University,College/University (245993.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3190,104745,402236000,northeastern university,70 forsyth st,70 forsyth st,,boston,2115,360  402 huntington av,boston,2115,87454,,College/University,"College/University (62614.0),Laboratory (24840.0)",Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3193,104748,402236000,northeastern university,380 huntington ave,380 huntington ave,,boston,2115,360  402 huntington av,boston,2115,56277,,College/University,"Restaurant (7476.0),College/University (48801.0)",Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3194,104749,402236000,northeastern university,288 saint botolph st,288 saint botolph st,,boston,2115,360  402 huntington av,boston,2115,28043,,College/University,College/University (28043.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3195,104750,402236000,northeastern university,324 huntington ave,324 huntington ave,,boston,2115,360  402 huntington av,boston,2115,85826,,College/University,College/University (85826.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3197,104752,402236000,northeastern university,336 huntington ave,336 huntington ave,,boston,2115,360  402 huntington av,boston,2115,53286,,College/University,College/University (53286.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3198,104753,402236000,northeastern university,346 huntington ave,346 huntington ave,,boston,2115,360  402 huntington av,boston,2115,88431,,College/University,College/University (88431.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3199,104754,402236000,northeastern university,370 huntington ave,370 huntington ave,,boston,2115,360  402 huntington av,boston,2115,110515,,College/University,College/University (110515.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3201,104756,402236000,northeastern university,104 forsyth st,104 forsyth st,,boston,2115,360  402 huntington av,boston,2115,3418,,College/University,College/University (3418.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3202,104757,402245034,northeastern university,320 huntington av,320 huntington av,,boston,2115,320 huntington av,boston,2115,82218,,College/University,College/University (82218.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3062,104592,402246001,,294  290 huntington av,294  290 huntington av,,boston,2115,294  290 huntington av,boston,2115,143000,,College/University,College/University (143000.0),68.8,,9833021.5,6793396.8,360797.304,890863,182751.636,,,,,,,,,,,,,,,,,,,,,,6.68,in compliance,543548.94,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3068,104599,402281000,,241-247 saint botolph st,241-247 saint botolph st,,boston,2115,241  247 st botolph st,boston,2115,60000,,College/University,College/University (60000.0),39.9,,2394900.3,2312193.4,122800.591,24240,4972.594,,,,,,,,,,,,,,,,,,,,,,3.85,in compliance,127773.185,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3069,104600,402281000,,255 saint botolph st,255 saint botolph st,,boston,2115,241  247 st botolph st,boston,2115,135000,,College/University,College/University (135000.0),82.9,,11196650.2,5946570.1,315822.338,1538710,315650.969,,,,,,,,,,,,,,,,,,,,,,18.43,in compliance,631473.307,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3063,104593,402282000,,33 gainsborough st,33 gainsborough st,,boston,2115,286 huntington av,boston,2115,54000,,College/University,College/University (54000.0),76.1,,4111817.1,3424512.7,181875.869,201437.4,41322.868,,,,,,,,,,,,,,,,,,,,,,4.67,in compliance,223198.737,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
1893,102816,500001001,emerson college,84  76 boylston st,84  76 boylston st,,boston,2116,84  76 boylston st,boston,2116,295976,,College/University,College/University (295976.0),60.1,,17801152.4,1524554.8,80969.105,2636045,540758.271,,,,,,7278997.2,401800.645,,,,,,,,,,,,,,,24.61,in compliance,1023528.021,2025,No,No,No,No,No,No,C10024,
1894,102817,500002000,emerson college,219 tremont st,219 tremont st,,boston,2116,219 tremont st,boston,2116,30822,,College/University,College/University (30822.0),Not Available,,Not Available,1969390.2,104594.314,724336.9,148590.472,,,,,,,,,,,,,,,,,,,,,,2.4,in compliance,253184.786,2030,No,No,No,No,No,No,C10024,
1895,102818,500031000,emerson college,144 boylston st,144 boylston st,,boston,2116,144 boylston st,boston,2116,238000,,College/University,College/University (238000.0),86.5,,20588983,118425.8,6289.594,2256287,462854.715,,,,,,12772106.4,705020.273,,,,,,,,,,,,,,,23.29,in compliance,1174164.582,2025,No,No,No,No,No,No,C10024,
1896,102819,500035000,emerson college,1 boylston pl,1 boylston pl,,boston,2116,1 boylston pl,boston,2116,118800,,College/University,College/University (118800.0),46,,5466134.6,,,1145200,234926.328,,,,,,1558712.3,86040.919,,,,,,,,,,,,,,,39.65,in compliance,320967.247,2025,No,No,No,No,No,No,C10024,
1897,102820,500043011,emerson college,110 boylston st,110 boylston st,,boston,2116,110 boylston st,boston,2116,262842,,College/University,College/University (262842.0),59.9,,15741689.9,959651.6,50967.096,2932154,601502.072,,,,,,4773388.1,263491.023,,,,,,,,,,,4140,307.229,,,13.23,in compliance,916267.42,2025,No,No,No,No,No,No,C10024,
1898,102821,500045000,emerson college a mass,98-106 boylston st,98-106 boylston st,,boston,2116,98  106 boylston st,boston,2116,179336,,College/University,College/University (179336.0),68.4,,12266886.2,,,1863710,382321.469,,,,,,5889843.8,325119.378,,,,,,,,,,,18064.2,1340.544,,,18.63,in compliance,708781.391,2025,No,No,No,No,No,No,C10024,
4115,106094,500688000,the benjamin franklin,41 berkeley st,41 berkeley st,,boston,2116,41 berkeley st,boston,2116,78214,,College/University,College/University (78214.0),85.5,,6689322.7,5901532.9,313430.412,230888,47364.364,,,,,,,,,,,,,,,,,,,,,,4.29,in compliance,360794.776,2025,No,No,No,No,No,No,,
2024,102984,502574000,,114-118 beacon st,114-118 beacon st,,boston,2116,118 beacon st,boston,2116,21600,,College/University,College/University (21600.0),15.9,,344202.6,,,100880,20694.523,,,,,,,,,,,,,,,,,,,,,,2.82,in compliance,20694.523,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
443,100632,503103000,berklee college of music,915-925 boylston st,915-925 boylston st,,boston,2115,915  921 boylston st,boston,2115,58390,,College/University,College/University (58390.0),72.7,,4242934.1,1880670,99882.384,692340,142026.628,,,,,,,,,,,,,,,,,,,,,,6.54,in compliance,241909.012,2025,No,No,No,No,No,No,,
449,100641,503192000,berklee college of music inc,264-272 commonwealth ave,264-272 commonwealth ave,,boston,2116,268  272 commonwealth av,boston,2116,64510,,College/University,College/University (64510.0),69.7,,4497186,3504095.8,186102.528,291058.1,59707.659,,,,,,,,,,,,,,,,,,,,,,32.15,in compliance,245810.187,2025,No,No,No,No,No,No,,
4276,106316,503991000,trustees of boston university,595 commonwealth ave,595 commonwealth ave,,boston,2215,595 commonwealth av,boston,2215,363189,114920,College/University,"Office (67789.0),College/University (295400.0),Parking (114920.0)",119.5,,43384196.5,17798746.6,945291.432,7496599,1537852.319,,,,,,,,,,,,,,,,,,7053.2,523.418,,,39.56,in compliance,2483667.169,2025,No,Yes,No,No,No,No,,
4249,106285,504028000,trustees boston university,100 bay state rd,100 bay state rd,,boston,2215,100 bay state rd,boston,2215,123971,,College/University,"Food Service (40877.0),College/University (83094.0)",154.9,,19206585,9428436.4,500744.257,2864477,587618.812,,,,,,,,,,,,,,,,,,4554,337.952,,,41.73,in compliance,1088701.021,2025,No,Yes,No,No,No,No,,
940,101274,504081000,boston university trsts of,609-615 commonwealth ave,609-615 commonwealth ave,,boston,2215,609  615 commonwealth av,boston,2215,87029,,College/University,College/University (87029.0),97.6,,8492112.1,5791466.3,307584.775,791266.9,162320.492,,,,,,,,,,,,,,,,,,843.2,62.574,,,6.02,in compliance,469967.841,2025,No,Yes,No,No,No,No,,
4772,107063,504082000,boston university trsts of,617-621 commonwealth avenue                                 ,617-621 commonwealth avenue                                 ,,boston,2215,617 commonwealth avenue,boston,2215,23753,,College/University,College/University (23753.0),58,,1377930.9,1028991.1,54649.717,102268.4,20979.34,,,,,,,,,,,,,,,,,,,,,,4.99,in compliance,75629.057,2030,No,Yes,No,No,No,No,,
917,101247,504089000,boston university trs of,631-639 commonwealth ave,631-639 commonwealth ave,,boston,2215,631  639 commonwealth av,boston,2215,100340,,College/University,"College/University (87375.0),Laboratory (12965.0)",82.4,,8267529.2,3158715.2,167759.364,1496737,307040.628,,,,,,,,,,0,,,,,,,,1945.8,144.398,,,12.98,in compliance,474944.39,2025,No,Yes,No,No,No,No,,
5431,107970,504100000,,665 commonwealth ave,665 commonwealth ave,,boston,2215,,,,349212,,College/University,College/University (349212.0),26.5,,9262534.3,,,2702749,554441.93,,,,,,,,,,,,,,,,,,40754.2,3024.369,,,7.03,in compliance,557466.299,2025,No,Yes,No,No,No,No,,
4277,106317,504144000,trustees of boston university,700-704 beacon st,700-704 beacon st,,boston,2215,700  704 beacon st,boston,2215,37437,,College/University,College/University (37437.0),23.6,,883029.5,412664.9,21916.633,137504.5,28207.673,,,,,,,,,,,,,,,,,,1199.2,88.993,,,0.02,in compliance,50213.299,2025,No,Yes,No,No,No,No,,
1963,102917,504205000,fenway enterprises,1249 boylston st,1249 boylston st,,boston,2215,1249 boylston st,boston,2215,40976,,College/University,College/University (40976.0),56.7,,2322096.6,864400,45908.284,427226.4,87641.224,,,,,,,,,,,,,,,,,,,,,,0.08,in compliance,133549.508,2025,Yes,No,No,No,Yes,Yes,,
4279,106319,801403000,,72 e concord st,72 e concord st,,boston,2118,778 harrison av,boston,2118,228828,,College/University,"College/University (210642.0),Laboratory (18186.0)",108.1,,24730275,963922.9,51193.945,2610629,535544.433,,,,,,14839042.5,819115.146,,,,,,,,,,,19844.4,1472.653,,,22.51,in compliance,1407326.177,2025,No,Yes,No,No,No,No,,
4775,107068,801403001,boston university trsts of,80 east concord street,80 east concord street,,boston,2118,78 e concord st 02118,boston,2118,26526,,College/University,College/University (26526.0),154.3,,4093959,0,,368369.5,75567.319,,,,,,2837082.1,156606.932,,,,,,,,,,,,,,,34.65,in compliance,232174.251,2030,No,Yes,No,No,No,No,,
2789,104223,1000150000,mass college of pharmacy,662-670 huntington ave,662-670 huntington ave,,boston,2120,662 huntington av,boston,2120,53599,,College/University,College/University (53599.0),154.5,,8281290,5248783,278762.865,888777,182323.714,,,,,,,,,,,,,,,,,,,,,,4.29,in compliance,461086.579,2025,No,No,No,No,No,No,,
3021,104526,1000599000,,160 saint alphonsus st,160 saint alphonsus st,,boston,2120,35  39 pontiac st,boston,2120,45000,,College/University,College/University (45000.0),73.3,,3298487.9,1924673.5,102219.41,402642,82597.98,,,,,,,,,,,,,,,,,,,,,,2.18,in compliance,184817.39,2025,No,No,No,No,No,No,,
491,100705,1100029000,board of regents of,1234 columbus ave #bldg 3,1234 columbus ave #bldg 3,,boston,2119,cedar st,boston,2119,291604,,College/University,College/University (291604.0),Not Available,,Not Available,,,4183685,858241.141,,,,,,,,,,,,,,,,,,,,,,,in compliance,858241.141,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3496,105185,1101233060,president and fellows of,122-124 boylston st,122-124 boylston st,,boston,2130,amory st,boston,2130,27155,,College/University,College/University (27155.0),40.3,,1093325.5,522242,27736.273,167375,34335.308,,,,,,,,,,,,,,,,,,,,,,6.12,in compliance,62071.581,2030,No,No,No,No,No,No,,
1615,102409,1303400000,commonwealth of mass,100 william t morrissey blvd,100 william t morrissey blvd,,boston,2125,200 wm t morrissey bl,boston,2125,3072218,,College/University,College/University (3072218.0),Not Available,,Not Available,132233828.2,7022938.616,,0,,,,,,,,,,,,,,,,,,649441.8,48195.076,,,,state,7071133.692,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
504,100729,1810945000,boston baptist college mass cp,950 metropolitan ave,950 metropolitan ave,,boston,2136,950 metropolitan av,boston,2136,45725,,College/University,College/University (45725.0),68.2,,3118061.1,2666576.9,141621.899,132322.4,27144.617,,,,,,,,,,,,,,,,,,,,,,19.54,in compliance,168766.516,2025,No,No,No,No,No,No,,
4638,106823,1902795000,harvard university,125 arborway st,125 arborway st,,boston,2130,125 arborway st,boston,2130,38638,,College/University,College/University (38638.0),35,,1354099.8,798467,42406.582,162846.7,33406.372,95217.5,,,,,,,,,,,,,,,,,,,,,10.57,in compliance,75812.954,2030,No,No,No,No,No,No,,
3488,105173,2005207000,pres & fellows of harv,1300 centre st,1300 centre st,,boston,2131,1300 centre st,boston,2131,40000,,College/University,College/University (40000.0),188,,7520404.8,100,5.311,2204075.5,452144.048,1373171.3,,,,,,,,,,,,,,,,,,,,,0.08,in compliance,452149.359,2025,No,No,No,No,No,No,,
3491,105178,2100005010,president & fellows,199-207 park dr,199-207 park dr,,boston,2215,199  207 park dr,boston,2215,60077,,College/University,College/University (60077.0),62.5,,3752118.9,2698766,143331.462,308720.1,63330.841,,,,,,,,,,,,,,,,,,,,,,19.87,in compliance,206662.303,2025,No,No,No,No,No,No,,
927,101261,2100277000,boston university trsts,110 cummington mall,110 cummington mall,,boston,2215,110 cummington st,boston,2215,48181,,College/University,College/University (48181.0),164.2,,7911424.2,3975953.8,211162.906,1153420,236612.579,,,,,,,,,,,,,,,,,,,,,,3.92,in compliance,447775.485,2025,No,Yes,No,No,No,No,,
