_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address.1,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes,Cluster_2,Cluster_3
32,100044,600030000.0,,14-16 w broadway,14,16 w broadway,,2127.0,14  16 w broadway,boston,2127,68784.0,14110.0,Multifamily Housing,"Multifamily Housing (68784.0),Parking (14110.0)",90.7,9.0,6237054.707,3328737.9,176789.27,852378.9,174857.008,,,,,,,,,,,,,,,,,,,,,,26.25,in compliance,351646.278,2025.0,No,No,No,No,No,No,,,0.0,0.0
5574,C10027,600053010.0,,45-55 west broadway st,45,55 west broadway st,,2127.0,,,,67200.0,0.0,Multifamily Housing,"Multifamily Housing (67200.0),Parking (15931.0)",46.1,77.0,3101089.904,1998700.0,106150.957,323092.0,66279.093,,,,,,,,,,,,,,,,,,,,,,9.74,,172430.05,,,,,,,,,,0.0,0.0
4152,106141,600072010.0,,36 a st,36 a st,36 a st,,2127.0,36 a st,boston,2127,29550.0,,Multifamily Housing,"Multifamily Housing (27550.0),Urgent Care/Clinic/Other Outpatient (2000.0)",45.9,93.0,1356087.42,753750.0,40031.663,176535.0,36214.39,,,,,,,,,,,,,,,,,,,,,,27.8,in compliance,76246.053,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
4554,106717,600185000.0,,20 w fifth st,20 w fifth st,20 w fifth st,,2127.0,20 w fifth st,boston,2127,62738.0,20000.0,Multifamily Housing,"Multifamily Housing (62738.0),Parking (20000.0)",52.2,90.0,3274858.76,1946464.8,103376.746,389330.0,79867.156,,,,,,,,,,,,,,,,,,,,,,18.18,in compliance,183243.902,2025.0,No,No,No,No,No,No,,,1.0,1.0
41,100056,600268000.0,160 west broadway,135 athens st,135 athens st,135 athens st,,2127.0,160 w broadway st,boston,2127,24358.0,5560.0,Multifamily Housing,"Multifamily Housing (24358.0),Parking (5560.0)",20.8,,507474.284,288400.0,15316.924,64207.0,13171.424,,,,,,,,,,,,,,,,,,,,,,24.24,in compliance,28488.348,2030.0,No,No,No,No,No,No,,,0.0,0.0
43,100060,600291000.0,170 west broadway,170 w broadway,170 w broadway,170 w broadway,,2127.0,170 w broadway,boston,2127,67100.0,13075.0,Multifamily Housing,"Multifamily Housing (67100.0),Parking (13075.0)",55.3,59.0,3711004.812,2243500.2,119152.296,430101.0,88230.919,,,,,,,,,,,,,,,,,,,,,,22.21,in compliance,207383.215,2030.0,No,No,No,No,No,No,,,0.0,0.0
571,100820,600307000.0,boston housing authority,88 w seventh st,88 w seventh st,88 w seventh st,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),110.0,,3119903.228,2436500.1,129402.52,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,81.05,in compliance,170490.831,2025.0,No,No,No,No,No,No,,,0.0,2.0
572,100822,600307000.0,boston housing authority,11 b st,11 b st,11 b st,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),96.7,,2743103.328,2059700.2,109390.678,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,68.03,in compliance,150478.989,2025.0,No,No,No,No,No,No,,,0.0,0.0
574,100824,600307000.0,boston housing authority,59-71 b st,59,71 b st,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),104.4,,2959703.128,2276300.0,120894.293,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,90.33,in compliance,161982.604,2025.0,No,No,No,No,No,No,,,0.0,0.0
575,100825,600307000.0,boston housing authority,55-79 orton-marotta way,55,79 orton-marotta way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),89.6,,2541903.128,1858500.0,98704.935,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,77.66,in compliance,139793.246,2025.0,No,No,No,No,No,No,,,0.0,0.0
576,100826,600307000.0,boston housing authority,7 orton-marotta way,7 orton-marotta way,7 orton-marotta way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),116.0,,3290002.928,2606599.8,138436.515,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,95.62,in compliance,179524.826,2025.0,No,No,No,No,No,No,,,0.0,0.0
577,100827,600307000.0,boston housing authority,6 orton-marotta way,6 orton-marotta way,6 orton-marotta way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),111.1,,3151503.328,2468100.2,131080.802,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,94.2,in compliance,172169.113,2025.0,No,No,No,No,No,No,,,0.0,2.0
578,100828,600307000.0,boston housing authority,1-25 crowley-rogers way,1,25 crowley-rogers way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),115.4,,3272403.228,2589000.1,137501.795,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,129.32,in compliance,178590.106,2025.0,No,No,No,No,No,No,,,0.0,0.0
579,100829,600307000.0,boston housing authority,141-165 w broadway,141,165 w broadway,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),118.5,,3361303.428,2677900.3,142223.285,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,80.61,in compliance,183311.596,2025.0,No,No,No,No,No,No,,,0.0,0.0
580,100830,600307000.0,boston housing authority,149-175 flaherty way,149,175 flaherty way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),120.9,,3429503.028,2746099.9,145845.366,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,100.22,in compliance,186933.677,2025.0,No,No,No,No,No,No,,,1.0,1.0
583,100833,600307000.0,boston housing authority,23-37 saint casimir st,23,37 saint casimir st,,2127.0,11  95 b st,boston,2127,20565.0,,Multifamily Housing,Multifamily Housing (20565.0),31.6,,649077.544,630100.0,33464.611,5562.0,1140.989,,,,,,,,,,,,,,,,,,,,,,54.85,in compliance,34605.6,2025.0,No,No,No,No,No,No,,,1.0,1.0
591,100841,600307000.0,boston housing authority,49 crowley-rogers way,49 crowley-rogers way,49 crowley-rogers way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),87.9,,2491103.128,1807700.0,96006.947,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,55.94,in compliance,137095.258,2025.0,No,No,No,No,No,No,,,1.0,1.0
593,100843,600307000.0,boston housing authority,111 flaherty way,111 flaherty way,111 flaherty way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),106.4,,3017203.028,2333799.9,123948.113,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,69.04,in compliance,165036.424,2025.0,No,No,No,No,No,No,,,1.0,1.0
594,100844,600307000.0,boston housing authority,1 joyce hayes way,1 joyce hayes way,1 joyce hayes way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),105.2,,2984003.128,2300600.0,122184.866,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,82.88,in compliance,163273.177,2025.0,No,No,No,No,No,No,,,1.0,1.0
596,100846,600307000.0,boston housing authority,37 joyce hayes way,37 joyce hayes way,37 joyce hayes way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),114.3,,3241803.328,2558400.2,135876.635,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,93.15,in compliance,176964.946,2025.0,No,No,No,No,No,No,,,1.0,1.0
598,100848,600307000.0,boston housing authority,66 orton-marotta way,66 orton-marotta way,66 orton-marotta way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),125.9,,3569003.028,2885599.9,153254.211,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,118.11,in compliance,194342.522,2025.0,No,No,No,No,No,No,,,1.0,1.0
599,100849,600307000.0,boston housing authority,83-95 b st,83,95 b st,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),117.4,,3328003.228,2644600.1,140454.711,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,86.13,in compliance,181543.022,2025.0,No,No,No,No,No,No,,,1.0,1.0
601,100851,600307000.0,boston housing authority,115 orton-marotta way,115 orton-marotta way,115 orton-marotta way,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),64.8,,1838803.128,1155400.0,61363.294,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,40.49,in compliance,102451.605,2025.0,No,No,No,No,No,No,,,1.0,1.0
606,100856,600307000.0,boston housing authority,44 w seventh st,44 w seventh st,44 w seventh st,,2127.0,11  95 b st,boston,2127,28356.0,,Multifamily Housing,Multifamily Housing (28356.0),84.2,,2387903.128,1704500.0,90525.995,200294.0,41088.311,,,,,,,,,,,,,,,,,,,,,,58.52,in compliance,131614.306,2025.0,No,No,No,No,No,No,,,1.0,1.0
468,100667,600516000.0,bigelow sq condo tr,350 w fourth st,350 w fourth st,350 w fourth st,,2127.0,350 w fourth st,boston,2127,35923.0,,Multifamily Housing,Multifamily Housing (35923.0),45.2,67.0,1622490.014,532500.0,28281.075,319457.8,65533.573,,,,,,,,,,,,,,,,,,,,,,32.27,in compliance,93814.648,2025.0,No,No,No,No,No,No,,,1.0,1.0
4298,106338,600685010.0,tudor place condo trust,116-138 tudor st,116,138 tudor st,,2127.0,118  130 tudor st,boston,2127,55000.0,,Multifamily Housing,Multifamily Housing (55000.0),19.8,100.0,1088284.976,183600.0,9750.996,265148.0,54392.461,,,,,,,,,,,,,,,,,,,,,,37.73,in compliance,64143.457,2030.0,No,No,No,No,No,No,,,1.0,1.0
4560,106724,600711010.0,west side condo trust,120 w seventh st,120 w seventh st,120 w seventh st,,2127.0,120 w seventh st,boston,2127,35895.0,,Multifamily Housing,Multifamily Housing (35895.0),25.7,100.0,923258.832,486400.0,25832.704,128036.0,26265.305,,,,,,,,,,,,,,,,,,,,,,23.03,pending revisions,52098.009,2030.0,No,No,No,No,No,No,,,0.0,2.0
1818,102715,601233000.0,,45 w third st,45 w third st,45 w third st,,2127.0,45 w third st,boston,2127,109194.0,0.0,Multifamily Housing,"Multifamily Housing (109194.0),Parking (30000.0)",33.1,99.0,3615619.856,1526152.0,81053.933,612388.0,125625.274,,,,,,,,,,,,,,,,,,,,,,26.12,in compliance,206679.207,2025.0,No,No,No,No,No,No,,,0.0,0.0
3934,105877,601254000.0,spice lofts condominium tr,141 w second st,141 w second st,141 w second st,,2127.0,141 w second st,boston,2127,36000.0,8569.0,Multifamily Housing,"Multifamily Housing (36000.0),Parking (8569.0)",24.6,,884533.432,474800.0,25216.628,120086.0,24634.442,,,,,,,,,,,,,,,,,,,,,,12.93,in compliance,49851.07,2030.0,No,No,No,No,No,No,,,1.0,1.0
3333,104935,601267000.0,one-84 west second st llc mass llc,154 w second st,154 w second st,154 w second st,,2127.0,154  158 w second st,boston,2127,90848.0,,Multifamily Housing,Multifamily Housing (90848.0),28.5,87.0,2586405.322,696100.0,36969.871,554016.8,113651.006,,,,,,,,,,,,,,,,,,,,,,23.4,in compliance,150620.877,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
3919,105853,601507001.0,south boston non profit,225 w second st,225 w second st,225 w second st,,2127.0,225 w second st,boston,2127,58304.0,,Multifamily Housing,Multifamily Housing (58304.0),56.3,78.0,3284928.598,2161983.1,114822.922,329116.5,67514.959,,,,,,,,,,,,,,,,,,,,,,34.28,in compliance,182337.881,2025.0,No,No,No,No,No,No,,,0.0,2.0
140,100188,601509010.0,5514 d street 320 boston llc,320 d st,320 d st,320 d st,,2127.0,320 d st,boston,2127,259607.0,0.0,Multifamily Housing,"Multifamily Housing (259607.0),Parking (89250.0)",37.2,96.0,9658489.288,5415500.1,287617.21,1243549.0,255101.642,,,,,,,,,,,,,,,,,,,,,,21.84,in compliance,542718.852,2025.0,No,No,No,No,No,No,,,1.0,1.0
141,100189,601520004.0,5515 d street 339 boston llc,339 d st,339 d st,339 d st,,2127.0,339 d st,boston,2127,41760.0,8400.0,Multifamily Housing,"Multifamily Housing (41760.0),Parking (8400.0)",24.7,100.0,1033125.42,519500.0,27590.645,150535.0,30880.75,,,,,,,,,,,,,,,,,,,,,,35.57,in compliance,58471.395,2030.0,No,No,No,No,No,No,,,1.0,1.0
1676,102511,601700010.0,,351-353 w second st,351,353 w second st,,2127.0,190 f st,boston,2127,22387.0,,Multifamily Housing,Multifamily Housing (22387.0),46.2,,1033434.436,85400.0,4535.594,277853.0,56998.764,,,,,,,,,,,,,,,,,,,,,,34.84,pending revisions,61534.358,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
2093,103064,601728000.0,,314-330 w second st,314,330 w second st,,2127.0,314  330 w second st,boston,2127,36308.0,,Multifamily Housing,Multifamily Housing (36308.0),80.5,29.0,2922229.296,1443100.0,76643.041,433508.0,88929.831,,,,,,,,,,,,,,,,,,,,,,2.34,pending revisions,165572.872,2025.0,Yes,No,No,No,Yes,Yes,,,0.0,0.0
4492,106620,601776010.0,,189-191 f st,189,191 f st,,2127.0,189  191 f st,boston,2127,61054.0,,Multifamily Housing,Multifamily Housing (61054.0),37.4,100.0,2281544.436,1785600.0,94833.216,145353.0,29817.714,,,,,,,,,,,,,,,,,,,,,,2.83,pending revisions,124650.93,2030.0,No,No,No,No,No,No,,,1.0,1.0
1139,101707,601812000.0,channel view condo tr,312-320 w third st,312,320 w third st,,2127.0,312  320 w third st,boston,2127,32550.0,13695.0,Multifamily Housing,"Multifamily Housing (32550.0),Parking (13695.0)",30.2,,982377.516,706200.0,37506.282,80943.0,16604.647,,,,,,,,,,,,,,,,,,,,,,13.87,in compliance,54110.929,2030.0,No,No,No,No,No,No,,,0.0,0.0
994,101333,601900005.0,bp broadway llc,353-361 athens st,353,361 athens st,,2127.0,420 w broadway,boston,2127,33904.0,,Multifamily Housing,"Multifamily Housing (32389.0),Retail Store (1515.0)",30.4,,1032141.7,26881.2,1427.661,294625.0,60439.373,,,,,,,,,,,,,,,,,,,,,,17.23,in compliance,61867.034,2025.0,No,No,No,No,No,No,,,0.0,0.0
3038,104544,601960000.0,navem west broadway llc,457-469a w broadway,457,469a w broadway,,2127.0,457 469a w broadway,boston,2127,50295.0,,Multifamily Housing,"Multifamily Housing (36417.0),Retail Store (13878.0)",21.9,98.0,1101222.584,139100.0,7387.601,281982.0,57845.787,,,,,,,,,,,,,,,,,,,,,,17.22,in compliance,65233.388,2025.0,No,No,No,No,No,No,,,0.0,2.0
2302,103482,601986000.0,harrigan william d jr ts,483 e broadway,483 e broadway,483 e broadway,,2127.0,481  487 e broadway,boston,2127,27356.0,,Multifamily Housing,Multifamily Housing (27356.0),69.1,17.0,1890703.14,1341900.0,71268.309,160845.0,32995.743,,,,,,,,,,,,,,,,,,,,,,26.81,in compliance,104264.052,2030.0,No,No,No,No,No,No,,,0.0,0.0
3876,105803,602077010.0,six-06 e fourth st condo tr,606 e fourth st,606 e fourth st,606 e fourth st,,2127.0,606 e fourth st,boston,2127,20000.0,,Multifamily Housing,Multifamily Housing (20000.0),32.4,,647157.564,346400.0,18397.304,88147.0,18082.476,,,,,,,,,,,,,,,,,,,,,,11.85,in compliance,36479.78,2030.0,No,No,No,No,No,No,,,0.0,2.0
607,100857,602527000.0,boston housing authority,120 l st,120 l st,120 l st,,2127.0,120 l st,boston,2127,55100.0,,Multifamily Housing,Multifamily Housing (55100.0),40.1,60.0,2208419.464,455600.0,24196.916,513722.0,105384.931,,,,,,,,,,,,,,,,,,,,,,41.67,in compliance,129581.847,2025.0,No,No,No,No,No,No,,,0.0,0.0
3422,105060,602641050.0,pier 4 llc,142 northern av,142 northern av,,,2110.0,142 northern av,boston,2110,417842.0,,Multifamily Housing,"Restaurant (10761.0),Multifamily Housing (407081.0)",51.1,66.0,21335637.15,8786400.3,466645.72,3641371.0,746990.847,,,,,,,,,,124879.0,9267.271,,,,,,,,,,,31.53,in compliance,1222903.838,2025.0,No,No,No,No,No,No,,,0.0,0.0
25,100037,602642000.0,133 seaport residential condominium trust,131-153 seaport blvd,131,153 seaport blvd,,2210.0,131  149 seaport bl,boston,2210,296552.0,,Multifamily Housing,"Multifamily Housing (253114.0),Retail Store (43438.0)",51.6,,15314169.69,8309593.0,441322.484,2052924.0,421136.829,,,,,,,,,,,,,,,,,,,,,,,in compliance,862459.313,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
4988,107378,602642008.0,,131 seaport blvd,131 seaport blvd,131 seaport blvd,,2210.0,,,,353510.0,,Multifamily Housing,"Multifamily Housing (310072.0),Retail Store (43438.0)",50.8,,17963070.02,6431642.8,341584.549,3379668.0,693305.094,,,,,,,,,,,,,,,,,,,,,,,in compliance,1034889.643,2025.0,I`m not sure,No,No,No,I`m not sure,I`m not sure,,,0.0,0.0
105,100146,602642060.0,,399 congress st,399 congress st,399 congress st,,2210.0,399 congress st,boston,2210,481242.0,104003.0,Multifamily Housing,"Multifamily Housing (481242.0),Parking (104003.0)",42.2,83.0,20315852.48,7249376.7,385014.397,3829565.0,785596.964,,,,,,,,,,,,,,,,,,,,,,20.53,in compliance,1170611.361,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,0.0
26,100038,602642100.0,133 seaport residential condominium trust,133 seaport bl,133 seaport bl,133 seaport bl,,2210.0,133 seaport bl,boston,2210,384094.0,,Multifamily Housing,"Multifamily Housing (340656.0),Retail Store (43438.0)",40.6,,15602253.08,7414254.9,393771.078,2399765.0,492287.792,,,,,,,,,,,,,,,,,,,,,,,in compliance,886058.87,2025.0,No,No,No,No,No,No,,,0.0,0.0
2126,103105,602655010.0,,346-354 congress st,346,354 congress st,,2210.0,346  354 congress st,boston,2210,90920.0,,Multifamily Housing,Multifamily Housing (90920.0),82.4,2.0,7495738.768,1604958.3,85239.335,1726489.0,354171.953,,,,,,,,,,,,,,,,,,,,,,49.51,in compliance,439411.288,2025.0,Yes,No,No,No,Yes,Yes,,,0.0,0.0
4324,106375,602670010.0,,22 liberty dr,22 liberty dr,22 liberty dr,,2210.0,22 liberty dr,boston,2210,222191.0,,Multifamily Housing,Multifamily Housing (222191.0),76.0,7.0,16881184.5,11612998.5,616766.35,1544017.0,316739.647,,,,,,,,,,,,,,,,,,,,,,16.72,in compliance,933505.997,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,0.0
133,100180,602670450.0,50 liberty llc,50 liberty dr,50 liberty dr,50 liberty dr,,2210.0,50 liberty dr,boston,2210,283580.0,71569.0,Multifamily Housing,"Restaurant (17597.0),Office (13166.0),Multifamily Housing (252817.0),Parking (71569.0)",104.1,2.0,29531659.74,17937673.5,952669.84,3398003.0,697066.335,,,,,,,,,,,,,,,,,,,,,,31.64,in compliance,1649736.175,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,0.0
5478,108029,602671130.0,,150 seaport blvd,150 seaport blvd,150 seaport blvd,,2210.0,,,,297956.0,21483.0,Multifamily Housing,"Restaurant (7317.0),Multifamily Housing (290639.0),Parking (21483.0)",21.8,100.0,6506470.064,3937500.2,209120.636,752922.0,154454.419,,,,,,,,,,,,,,,,,,,,,,11.58,in compliance,363575.055,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,0.0
3423,105061,602672070.0,pier 4 residences condominium trust,300 pier 4 boulevard,300 pier 4 boulevard,300 pier 4 boulevard,,2110.0,300 pier 4 boulevard,boston,2110,216953.0,60000.0,Multifamily Housing,"Restaurant (16953.0),Multifamily Housing (200000.0),Parking (60000.0)",75.8,8.0,16441854.82,5853275.8,310867.478,3103335.0,636618.142,,,,,,,,,,,,,,,,,,,,,,29.95,in compliance,947485.62,2025.0,No,No,No,No,No,No,,,0.0,0.0
4534,106686,602678015.0,,505 congress st,505 congress st,505 congress st,,2210.0,505 congress st,boston,2210,306021.0,31268.0,Multifamily Housing,"Multifamily Housing (289377.0),Parking (31268.0),Retail Store (16644.0)",51.1,59.0,15643709.66,5573829.7,296026.095,2951313.0,605432.349,,,,,,,,,,,,,,,,,,,,,,24.35,in compliance,901458.444,2025.0,No,No,No,No,No,No,,,0.0,0.0
1133,101700,602678020.0,cg waterside ii limited,501 congress st,501 congress st,501 congress st,,2210.0,501 congress st,boston,2210,309066.0,19534.0,Multifamily Housing,"Multifamily Housing (309066.0),Parking (19534.0)",39.2,84.0,12129703.36,3856551.9,204821.471,2424722.0,497407.471,,,,,,,,,,,,,,,,,,,,,,17.79,in compliance,702228.942,2025.0,No,No,No,No,No,No,,,0.0,2.0
3374,105004,602680150.0,,225 northern av,225 northern av,225 northern av,,2127.0,225 northern av,boston,2127,535587.0,151079.0,Multifamily Housing,"Restaurant (18740.0),Multifamily Housing (516847.0),Parking (151079.0)",51.3,67.0,27484138.89,10112056.9,537051.342,5091466.0,1044463.335,,,,,,,,,,,,,,,,,,,,,,29.72,in compliance,1581514.677,2025.0,No,No,No,No,No,No,,,0.0,2.0
3361,104988,602681002.0,,899 congress st,899 congress st,899 congress st,,2210.0,295  315 northern av,boston,2210,259730.0,81000.0,Multifamily Housing,"Multifamily Housing (259730.0),Parking (81000.0)",62.9,35.0,16332163.97,4652099.8,247073.02,3423231.0,702241.607,,,,,,,,,,,,,,,,,,,,,,30.88,in compliance,949314.627,2025.0,No,No,No,No,No,No,,,0.0,0.0
4182,106175,602687000.0,three- 81 congress st llc mass llc,381-389 congress st,381,389 congress st,,2127.0,381  389 congress st,boston,2127,44236.0,,Multifamily Housing,"Restaurant (5611.0),Multifamily Housing (38625.0)",93.4,1.0,4130716.472,1117900.0,59371.669,883006.0,181139.851,,,,,,,,,,,,,,,,,,,,,,46.8,in compliance,240511.52,2025.0,No,No,No,No,No,No,,,1.0,1.0
4162,106155,602706000.0,three 26 a street condo tr,326 a st,326 a st,326 a st,,2127.0,326 a st,boston,2127,55000.0,,Multifamily Housing,"Multifamily Housing (38844.0),Office (16156.0)",31.3,,1720130.696,1244300.0,66084.773,139458.0,28608.414,,,,,,,,,,,,,,,,,,,,,,6.3,in compliance,94693.187,2030.0,No,No,No,No,No,No,,,1.0,1.0
2947,104420,602750050.0,,15 channel center st,15 channel center st,15 channel center st,,2127.0,15 channel center st,boston,2127,201748.0,,Multifamily Housing,Multifamily Housing (201748.0),36.5,52.0,7365166.612,2368801.0,125807.021,1464351.0,300396.964,,,,,,,,,,,,,,,,,,,,,,12.56,in compliance,426203.985,2025.0,No,No,No,No,No,No,,,0.0,0.0
4322,106373,602751100.0,,25 channel center st,25 channel center st,25 channel center st,,2210.0,25 channel center st,boston,2210,131888.0,,Multifamily Housing,Multifamily Housing (131888.0),44.0,72.0,5802042.552,2089373.7,110966.637,1088121.0,223217.142,,,,,,,,,,,,,,,,,,,,,,22.79,in compliance,334183.779,2025.0,No,No,No,No,No,No,,,0.0,2.0
4150,106139,602751300.0,,35 channel center st,35 channel center st,35 channel center st,,2210.0,35 channel center st,boston,2210,72193.0,,Multifamily Housing,Multifamily Housing (72193.0),41.7,50.0,3010478.66,1093600.0,58081.096,561805.0,115248.678,,,,,,,,,,,,,,,,,,,,,,22.82,in compliance,173329.774,2025.0,No,No,No,No,No,No,,,0.0,2.0
4340,106397,602752000.0,,249-257 a st,249,257 a st,,2210.0,6 binford st,boston,2210,79916.0,,Multifamily Housing,Multifamily Housing (79916.0),53.1,78.0,4247190.456,1270899.8,67497.488,226964.7,46559.539,,,,,,,,,,2201887.1,163402.042,,,,,,,,,,,9.58,in compliance,277459.069,2025.0,No,No,No,No,No,No,,,0.0,2.0
2072,103039,602753010.0,fort point place,21 wormwood st,21 wormwood st,21 wormwood st,,2210.0,21 wormwood st,boston,2210,137772.0,,Multifamily Housing,Multifamily Housing (137772.0),34.1,82.0,4693403.1,1023200.0,54342.152,1075675.0,220663.97,,,,,,,,,,,,,,,,,,,,,,21.18,in compliance,275006.122,2025.0,No,No,No,No,No,No,,,0.0,2.0
